-nan -nan -nan
-0.504421 -17.056 0.873683
-0.206354 -17.552 0.357416
-0.349065 -0.76827 0.536577
-0.242552 -17.552 0.333867
-0.206354 -17.552 0.357416
-0.504421 -17.056 0.873683
-0.349065 -0.76827 0.536578
-0.504421 -17.056 0.873683
-0.592905 -17.056 0.81612
-0.242552 -17.552 0.333867
-0.403366 -0.768239 0.497096
-0.276097 -17.552 0.306648
-0.242552 -17.552 0.333867
-0.592905 -17.056 0.81612
-0.403367 -0.768239 0.497096
-0.592905 -17.056 0.81612
-0.674903 -17.056 0.749584
-0.276097 -17.552 0.306648
-0.452678 -0.768222 0.452678
-0.306648 -17.552 0.276097
-0.276097 -17.552 0.306648
-0.674903 -17.056 0.749584
-0.452678 -0.768222 0.452679
-0.674903 -17.056 0.749584
-0.749584 -17.056 0.674903
-0.306648 -17.552 0.276097
-0.497097 -0.768239 0.403366
-0.333867 -17.552 0.242552
-0.306648 -17.552 0.276097
-0.749584 -17.056 0.674903
-0.497097 -0.768239 0.403366
-0.749584 -17.056 0.674903
-0.81612 -17.056 0.592905
-0.333867 -17.552 0.242552
-0.536577 -0.76827 0.349066
-0.357416 -17.552 0.206354
-0.333867 -17.552 0.242552
-0.81612 -17.056 0.592905
-0.536577 -0.76827 0.349066
-0.81612 -17.056 0.592905
-0.873683 -17.056 0.504421
-0.357416 -17.552 0.206354
-0.570588 -0.76827 0.290157
-0.37699 -17.552 0.167861
-0.357416 -17.552 0.206354
-0.873683 -17.056 0.504421
-0.570588 -0.76827 0.290157
-0.873683 -17.056 0.504421
-0.921531 -17.056 0.410327
-0.37699 -17.552 0.167861
-0.597874 -0.768239 0.228813
-0.39243 -17.552 0.127516
-0.37699 -17.552 0.167861
-0.921531 -17.056 0.410327
-0.597874 -0.768239 0.228813
-0.921531 -17.056 0.410327
-0.959274 -17.056 0.311707
-0.39243 -17.552 0.127516
-0.61837 -0.768222 0.165692
-0.403613 -17.552 0.0857827
-0.39243 -17.552 0.127516
-0.959274 -17.056 0.311707
-0.61837 -0.768222 0.165692
-0.959274 -17.056 0.311707
-0.98661 -17.056 0.209691
-0.403613 -17.552 0.0857827
-0.632181 -0.768239 0.100777
-0.410413 -17.552 0.0431228
-0.403613 -17.552 0.0857827
-0.98661 -17.056 0.209691
-0.632181 -0.768239 0.100776
-0.98661 -17.056 0.209691
-1.00323 -17.056 0.105411
-0.410413 -17.552 0.0431228
-0.639222 -0.768269 0.0340104
-0.412708 -17.552 0
-0.410413 -17.552 0.0431228
-1.00323 -17.056 0.105411
-0.639222 -0.76827 0.0340107
-1.00323 -17.056 0.105411
-1.00884 -17.056 0
-0.412708 -17.552 0
-0.639222 -0.768269 -0.0340104
-0.410413 -17.552 -0.0431228
-0.412708 -17.552 0
-1.00884 -17.056 0
-0.639222 -0.768269 -0.0340107
-1.00884 -17.056 0
-1.00323 -17.056 -0.105411
-0.410413 -17.552 -0.0431228
-0.632181 -0.768239 -0.100777
-0.403613 -17.552 -0.0857827
-0.410413 -17.552 -0.0431228
-1.00323 -17.056 -0.105411
-0.632181 -0.768239 -0.100776
-1.00323 -17.056 -0.105411
-0.98661 -17.056 -0.209691
-0.403613 -17.552 -0.0857827
-0.61837 -0.768222 -0.165691
-0.392431 -17.552 -0.127516
-0.403613 -17.552 -0.0857827
-0.98661 -17.056 -0.209691
-0.61837 -0.768222 -0.165691
-0.98661 -17.056 -0.209691
-0.959275 -17.056 -0.311707
-0.392431 -17.552 -0.127516
-0.597874 -0.768239 -0.228814
-0.37699 -17.552 -0.167861
-0.392431 -17.552 -0.127516
-0.959275 -17.056 -0.311707
-0.597874 -0.768239 -0.228814
-0.959275 -17.056 -0.311707
-0.921531 -17.056 -0.410327
-0.37699 -17.552 -0.167861
-0.570588 -0.76827 -0.290156
-0.357416 -17.552 -0.206354
-0.37699 -17.552 -0.167861
-0.921531 -17.056 -0.410327
-0.570588 -0.76827 -0.290156
-0.921531 -17.056 -0.410327
-0.873683 -17.056 -0.504421
-0.357416 -17.552 -0.206354
-0.536577 -0.76827 -0.349065
-0.333867 -17.552 -0.242552
-0.357416 -17.552 -0.206354
-0.873683 -17.056 -0.504421
-0.536578 -0.76827 -0.349065
-0.873683 -17.056 -0.504421
-0.81612 -17.056 -0.592905
-0.333867 -17.552 -0.242552
-0.497096 -0.768239 -0.403366
-0.306648 -17.552 -0.276097
-0.333867 -17.552 -0.242552
-0.81612 -17.056 -0.592905
-0.497096 -0.768239 -0.403367
-0.81612 -17.056 -0.592905
-0.749584 -17.056 -0.674903
-0.306648 -17.552 -0.276097
-0.452678 -0.768222 -0.452678
-0.276097 -17.552 -0.306648
-0.306648 -17.552 -0.276097
-0.749584 -17.056 -0.674903
-0.452679 -0.768222 -0.452678
-0.749584 -17.056 -0.674903
-0.674903 -17.056 -0.749584
